company_number,company_name,candidate_domain,http_status,match_strength,matched_on,page_sha256,notes
16919726,TNG OPTICAL LIMITED,tngoptical.com,200,weak,distinctive_name_only,050e99aae046e0883ffbaf36f5380172705bdecf0a0bdba940166c9aecd51117,redirected to tungngocoptic.com
16926805,"DATA CREST GROUP CO., LTD",,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
16935084,BROTHERS CONSULTANCY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
16941180,TRANISS GROUP LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
16965217,LMC20 LIMITED,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
16977120,GMC EVENTS LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: ConnectionError,DNSFailure,SSLError"
16983135,MRC BUILDING & REFURBISHMENT LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
16987355,ARISTO CAPITAL LTD,aristocapital.co.uk,200,weak,distinctive_name_only,4a9d77e3e7e3b7922c3bd81528ddd0de553d12a480889bc9b2996306842b2e9c,possible placeholder page (coming soon); 1 other candidate(s) also served a page
16990003,ATEAM WARDOBES LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17015298,MEKYNS COLLECTION LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17024925,GEARSUM LTD,gearsum.com,200,none,,08fdc4c8ff0303d8ebfa5007181bd4f8f1a0ce584d083e7a8d0c0d5a46fe94be,
17030245,BORSUK CONSULTING LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17030956,A&F TRAINING AND CONSULTING LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17036146,MRE ELECTRICAL CONTRACTORS LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17049959,NIGHTWIND AI LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17061522,UNIVANTAGE LIMITED,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: ConnectionError,DNSFailure"
17075633,DB TALENT LTD,dbtalent.com,200,weak,distinctive_name_only,e5824491187b489ddaddf6bdba3d32c97dc33eb49c501bebe9fafe3de84b13ce,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale)
17080812,EAST LINDSEY FLOORING LTD,eastlindseyflooring.co.uk,200,weak,distinctive_name_only,a7b5844b978f775b69593aab8810b2a427582ec74e1155d1fdf092cf71949b98,
17106998,BIRCHDALE CYBER CONSULTING LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17120315,PROSPECT ONE LTD,prospect-one.uk,200,weak,distinctive_name_only,d4f9cbf05e006d338307947db465b46f627cd6cf5bfdc3d6e550a43474c0032c,2 other candidate(s) also served a page
17122743,UPS BATTERY INSTALLATION AND MAINTENANCE LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17122854,W RICHARDS BRICKWORK LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17130546,LUKASWAY LTD,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17152253,MEIVA’S LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 403,DNSFailure"
17157446,BELTESHAZZAR LTD,belteshazzar.co.uk,200,weak,distinctive_name_only,4d8b2e70e6f77aaa1dc3951d65217a04766a0a789e9deac49146d4cdfc12f1bc,1 other candidate(s) also served a page
17161766,TAYDUL LTD,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17170278,PRIMO DIRECT LIMITED,primodirect.co.uk,200,weak,distinctive_name_only,d971dc7c36b5876b76d5faab602a8c5a7d7002c50e070d88f051ae1358ff4da8,possible placeholder page (under construction); 1 other candidate(s) also served a page
17172450,VIP ROAD SERVICES LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17175178,THE TRADERS YARD LTD,tradersyard.com,200,weak,distinctive_name_only,0178077febeb3a408393cbe29b09f5c3c7839b6d9d06b7224d842b4a2dc4100b,1 other candidate(s) also served a page
17189660,PHARMETRIC LTD,pharmetric.com,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
17212690,GARETH DAVIES INTERIORS LTD,garethdaviesinteriors.co.uk,200,weak,distinctive_name_only,765da6827f9616145242ff3c4976bf34387ebaf6f3b3abfce2f7daba71efc270,
17217366,GO FRESH TRANSPORT LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17240384,THE FUTURE VIBE LTD,futurevibe.co.uk,200,weak,distinctive_name_only,2c1416ca51d9b8f8754cd81e31b1c8014d6e3cb2939d43a9187662b2ecbaf8d4,
17250681,INDELIBLE FINE ART LTD,indeliblefineart.co.uk,200,weak,distinctive_name_only,7183dbe17dd5621d931887f37df2adb72b39e1557f16987e909ea44b32cc48bf,1 other candidate(s) also served a page
17252896,IDEA NOVA LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: ConnectionError,DNSFailure"
17269138,ANGELICARE LIMITED,angelicare.co.uk,200,weak,distinctive_name_only,8e61dfe4b1c569c2332a313f67ef19f838a4e2f66d7bc695e294151f3ef61fd8,2 other candidate(s) also served a page
17270729,FATHIMA GLOBAL LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17274097,FOXCARS LTD,foxcars.co.uk,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,1 other candidate(s) also served a page
17281056,A P M DRY LINING LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17288906,TAMOURA LIMITED,tamoura.co.uk,200,weak,distinctive_name_only,23a5954901df04f574760a352cbb78e3f6e9ca2dfa54c7fd844833367ca51232,
17291019,SARRJ MART ENTERPRISE LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17307623,NEW TECHNOLOGY UK LIVESTOCK AND FEED LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17308348,EXPERTS FORGE GROUP LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17310068,HECHT MONTGOMERY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 403,DNSFailure"
17313877,AJE TECH LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 403,DNSFailure"
17329689,GRH GROUP SERVICES UK LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17338692,SDP CONSULTANT LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17344136,ALNA SYSTEMS LTD,alnasystems.com,200,weak,distinctive_name_only,00e8cc8da3f66324bcc976b0701173b6392f02212b837b91380f24b9ca25d123,
17348613,MAJO GLOBAL GROUP LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
17355101,KAT ROSE LIMITED,katrose.com,200,weak,distinctive_name_only,255bbbc6fc3ed9b00d6030267317258d878e8b7c42b21d37ca417f20275858ba,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale)
17359846,THE LEMONADE PROJECT CIC,lemonadeproject.com,200,weak,distinctive_name_only,d09467891cfcf357d0fc84d3c87dacdd363c27d2d8838971648392981233be08,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale)
17365881,THE SOCIAL DEPT. LIMITED,socialdept.com,200,weak,distinctive_name_only,2cc9ab4bb2a74bd13e06d37afe90c4e5ada17908e493cbb1b01aca471b5f1b58,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale); 1 other candidate(s) also served a page
NI015405,NORTHERN CANDLES LIMITED,northerncandles.com,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
NI047173,KANE GROUP BUILDING SERVICES LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
NI054945,ROUTE 26 LIMITED,route-26.com,200,weak,distinctive_name_only,8fef71dbe430bc29125cf3cf3fe07fa71ad08d6964d5c4038f56e8e7d1a4d69a,redirected to thecoolnesscompany.com
NI056692,BOA HOMES LTD,boahomes.com,200,weak,distinctive_name_only,c120134f130c39e914034b31d6e3a26726fa7d714b9fc50fb67307a78a168ddf,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale)
NI603750,JGTF ENTERPRISES LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
NI618460,GM WALLTRACKING BANBRIDGE LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
NI653020,SKG HAULAGE LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
NI686219,WRAY ENGINEERING (LISBURN) LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
NI732325,CAMPSIE AUTOSALVAGE LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
SC189746,RYBOND LIMITED,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
SC350372,GC ENGINEERING SERVICES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
SC383081,SPENCER DIXON LIMITED,spencerdixon.com,200,weak,distinctive_name_only,958d36be190409f1bbf46c140088e1e80090979dcc4dae6785ff7587a79cc2bb,
SC384457,AD DESIGN LIMITED,addesign.co.uk,200,weak,distinctive_name_only,f24d9e2f5066ce5c71b787c9a11a7423d40277b324e9bf5fedc84b45be48f4d2,possible placeholder page (domain parking); 3 other candidate(s) also served a page
SC410951,DTA & COMPANY LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
SC459114,THOMSON PETTIE LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 406,DNSFailure"
SC500389,INCREDIBLE DETAIL LIMITED,incredibledetail.co.uk,200,weak,distinctive_name_only,f8394c516b2f005822519c245e19c2a3b95c0626abf69c05bf8aff6cc72d925e,1 other candidate(s) also served a page
SC530705,AILSA MACKIE LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 500,DNSFailure"
SC606420,GAS GLASGOW LIMITED,gasglasgow.co.uk,200,strong,company_number:SC606420,a2a1306a7091e3079e015cf6ed8b5950822c417a7eb42cc8cd2053ea719b03e2,redirected to gasglasgow.com
SC691178,TRASH MUSIC PROJECTS LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
SC771007,HI-Q (EDINBURGH) LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
SC787605,ISLE OF HARRIS BREWERY LIMITED,isleofharrisbrewery.com,200,weak,distinctive_name_only,9db7e6216ecdc3c4a312e8bdbec1abf8cf1a6aae85aa1bb62e321d58a281bb78,
SC801153,PLUG-IN FINANCE LTD,pluginfinance.co.uk,200,weak,distinctive_name_only,84f9d1e5eb4b631d7f74838575e1181e4fc83f5c2f347336830a8d06924c5a4e,1 other candidate(s) also served a page
SC816015,SAVER MART LIMITED,savermart.com,200,none,,f8dd9e7e29791486dcb00e1a70885b910b7570b463dc67a4d7030342c99dbeff,
SC816622,G20 EDIN LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
SC854993,AURORA SYNAPSE THERAPEUTICS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
SC889018,BAX FAO LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
